search_name,address,road_address,near_station,station_distance,total_review,"""커피가 맛있어요""","""친절해요""","""음료가 맛있어요""","""디저트가 맛있어요""","""매장이 청결해요""","""대화하기 좋아요""","""집중하기 좋아요""","""인테리어가 멋져요""","""좌석이 편해요""","""화장실이 깨끗해요""","""특별한 메뉴가 있어요""","""가성비가 좋아요""","""뷰가 좋아요""","""주차하기 편해요""","""사진이 잘 나와요""",cafe
아로하커피,마곡동,서울 강서구 마곡중앙8로 90 1층 117호,5발산역,218.0,62,31.0,17.0,18.0,4.0,10.0,11.0,3.0,2.0,3.0,2.0,2.0,9.0,1.0,2.0,0.0,아로하커피 마곡동
롤링핀 세종점,방화동,,,,127,39.0,28.0,31.0,0.0,22.0,17.0,12.0,17.0,14.0,4.0,20.0,5.0,2.0,20.0,5.0,더마실카페 방화동
이디야커피 까치산역점,화곡동,서울 강서구 강서로17길 6 광성빌딩,25까치산역,164.0,217,1.0,36.0,45.0,17.0,27.0,29.0,14.0,7.0,17.0,3.0,0.0,33.0,1.0,4.0,2.0,이디야커피 까치산역점 화곡동
앤레커피 여의도점,여의도동,서울 영등포구 여의나루로 50 한국교직원공제회관 지하2층,59여의도역,101.0,71,43.0,10.0,17.0,3.0,12.0,3.0,1.0,4.0,4.0,6.0,5.0,3.0,0.0,4.0,2.0,앤레커피 여의도점 여의도동
타르틴 베이커리 서교 RYSE호텔점,서교동,서울 마포구 양화로 130 Ryse 호텔 1층,2공항경의중앙홍대입구역,246.0,231,69.0,44.0,26.0,13.0,46.0,23.0,6.0,62.0,17.0,16.0,20.0,0.0,13.0,7.0,17.0,타르틴 서교동
COMMA TABLE,방이동,서울 송파구 백제고분로50길 8 복명빌딩 1층,9한성백제역,293.0,30,16.0,4.0,9.0,10.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,COMMATABLE 방이동
컨플릭트스토어 신사 본점,신사동,서울 강남구 논현로153길 53 1층 5호 컨플릭트스토어,3신분당신사역,541.0,89,57.0,12.0,19.0,6.0,13.0,6.0,0.0,32.0,1.0,6.0,15.0,0.0,4.0,1.0,8.0,컨플릭트스토어커피 신사동
이디야커피 고척스카이돔점,고척동,서울 구로구 경인로 397,1구일역,664.0,297,7.0,73.0,71.0,31.0,43.0,34.0,18.0,6.0,18.0,3.0,8.0,30.0,3.0,4.0,1.0,이디야커피 고척스카이돔점 고척동
커피빈 강동경희대병원앞점,명일동,서울 강동구 동남로 885 양지빌딩 1층,5고덕역,397.0,479,8.0,84.0,6.0,81.0,89.0,66.0,53.0,39.0,64.0,21.0,20.0,13.0,8.0,13.0,4.0,커피빈코리아강동경희대병원앞점 코리아강동경희대병원앞점 명일동
곰작,창전동,서울 마포구 와우산로 140 1층,2공항경의중앙홍대입구역,545.0,71,26.0,19.0,19.0,11.0,8.0,2.0,0.0,11.0,4.0,0.0,15.0,4.0,2.0,0.0,8.0,곰작 창전동
동네커피,용답동,서울 성동구 용답중앙길 57 동네커피,2용답역,260.0,45,26.0,4.0,5.0,5.0,6.0,8.0,2.0,2.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,동네커피 용답동
정동그집,정동,서울 중구 정동길 18 1층 정동),5서대문역,474.0,25,11.0,4.0,1.0,1.0,2.0,4.0,0.0,2.0,2.0,0.0,2.0,6.0,5.0,0.0,1.0,정동그집 정동
투썸플레이스 경찰병원역점,가락동,서울 송파구 중대로 135 동관 1층 101-3호,3경찰병원역,104.0,72,40.0,10.0,12.0,8.0,11.0,7.0,2.0,3.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0,투썸플레이스 경찰병원역점 가락동
알콩달콤,창동,서울 도봉구 노해로66길 111,1녹천역,235.0,13,7.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,알콩달콤 창동
폴바셋 강남구청역점,청담동,서울 강남구 학동로 401 금하빌딩 1층,7수인분당강남구청역,14.0,1328,7.0,2.0,0.0,9.0,5.0,6.0,80.0,7.0,4.0,33.0,3.0,28.0,21.0,15.0,20.0,폴바셋강남구청역점 강남구청역점 청담동
공차 가톨릭대학교서울성모병원점,반포동,서울 서초구 반포대로 222,379고속터미널역,408.0,637,0.0,76.0,8.0,26.0,73.0,33.0,5.0,12.0,17.0,20.0,32.0,20.0,0.0,11.0,2.0,공차 가톨릭성모병원점 반포동
빽다방 세종대후문점,군자동,서울 광진구 군자로 108,7어린이대공원역,844.0,141,74.0,45.0,52.0,25.0,16.0,7.0,3.0,2.0,0.0,2.0,13.0,56.0,1.0,2.0,1.0,빽다방 세종대후문점 군자동
카페 더 나인&로플로플3호점,서초동,서울 서초구 서초대로77길 5 1~2층,2신분당강남역,61.0,147,56.0,22.0,29.0,50.0,16.0,26.0,28.0,13.0,23.0,11.0,7.0,11.0,2.0,2.0,2.0,카페 더나인 서초동
현스티 순화점,순화동,서울 중구 서소문로 89,12시청역,263.0,40,26.0,1.0,11.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,현스티 순화점 순화동
젤르커피,가양동,서울 강서구 양천로 390 101호,9양천향교역,378.0,81,44.0,17.0,16.0,24.0,11.0,11.0,5.0,5.0,11.0,1.0,3.0,7.0,1.0,3.0,3.0,젤르 가양동
설빙 강남역2호점,역삼동,서울 강남구 봉은사로2길 21 반석빌딩,9신분당신논현역,170.0,106,23.0,14.0,19.0,53.0,7.0,7.0,1.0,3.0,7.0,3.0,13.0,8.0,3.0,1.0,0.0,설빙 강남역2호점 역삼동
만화카페통툰 안암점,안암동5가,서울 성북구 고려대로24길 58-5 3층,6안암역,326.0,13,2.0,7.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,만화카페통툰안암점 안암점 안암동5가
투썸플레이스 광화문역점,태평로1가,서울 중구 세종대로 135-9,5광화문역,154.0,313,5.0,60.0,51.0,67.0,29.0,41.0,30.0,12.0,27.0,4.0,7.0,9.0,3.0,2.0,5.0,투썸플레이스 광화문역점 태평로1가
카페모아,봉천동,서울 관악구 남부순환로 1717 실로암시각장애인복지관,2봉천역,8.0,194,1.0,24.0,23.0,23.0,21.0,16.0,3.0,7.0,14.0,4.0,6.0,29.0,2.0,1.0,2.0,카페모아 봉천동
우즈오븐,자양동,서울 광진구 뚝섬로36길 63 1층,7뚝섬유원지역,360.0,29,2.0,4.0,2.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,우즈오븐 자양동
우종호의커피볶는집 본점,개포동,,,,131,97.0,23.0,15.0,20.0,12.0,23.0,4.0,15.0,6.0,5.0,10.0,8.0,3.0,3.0,4.0,우종호의커피볶는집 개포동
더수다카페,잠실동,서울 송파구 올림픽로 145 리센츠상가 지하1층 A95호,2잠실새내역,28.0,24,17.0,9.0,7.0,1.0,6.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,4.0,0.0,더수다카페 잠실동
커피빈 강서그랜드아이파크점,화곡동,서울 강서구 화곡로 341 그랜드아이파크,9가양역,834.0,359,8.0,95.0,74.0,44.0,63.0,31.0,22.0,21.0,18.0,8.0,14.0,8.0,6.0,11.0,6.0,커피빈 코리아강서그랜드아이파크점 화곡동
14일커피,사당동,서울 동작구 사당로20길 29 1층,7남성역,505.0,99,56.0,32.0,20.0,12.0,26.0,8.0,6.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,5.0,십사일커피 사당동
페이퍼커피,상암동,서울 마포구 월드컵북로 396,경의중앙수색역,694.0,52,36.0,12.0,17.0,4.0,1.0,5.0,0.0,1.0,1.0,1.0,4.0,15.0,0.0,1.0,0.0,페이퍼커피 상암동
투썸플레이스 신세계DF명동점,충무로1가,서울 중구 퇴계로 77 11층 투썸플레이스,4회현역,99.0,196,3.0,42.0,40.0,32.0,18.0,24.0,7.0,5.0,6.0,6.0,4.0,7.0,10.0,9.0,6.0,투썸플레이스 신세계DF명동점 충무로1가
명동커피하우스,명동2가,"서울 중구 명동10길 11 1층, 지하1층",4명동역,274.0,314,8.0,66.0,80.0,49.0,56.0,23.0,11.0,35.0,16.0,10.0,29.0,20.0,4.0,1.0,9.0,명동커피하우스 명동2가
이디야커피 송파파인타운점,장지동,서울 송파구 충민로2길 28 대진플라자 101호,8장지역,206.0,106,56.0,25.0,25.0,15.0,23.0,13.0,18.0,2.0,8.0,0.0,4.0,15.0,0.0,1.0,0.0,이디야커피 송파파인타운점 장지동
마카롱걸,성내동,"서울 강동구 양재대로81길 8 1층, 마카롱걸",5둔촌동역,607.0,45,15.0,20.0,9.0,14.0,17.0,0.0,1.0,3.0,0.0,1.0,10.0,9.0,0.0,0.0,1.0,마카롱걸 성내동
커피베이 노원수락점,상계동,서울 노원구 동일로237길 26 1층,7수락산역,440.0,52,28.0,12.0,13.0,6.0,6.0,8.0,1.0,3.0,2.0,2.0,0.0,5.0,2.0,0.0,2.0,커피베이 노원수락점 상계동
가람커피로스터스,신원동,서울 서초구 본마을2길 4,신분당청계산입구역,836.0,30,22.0,8.0,7.0,6.0,4.0,0.0,0.0,3.0,1.0,0.0,2.0,4.0,4.0,0.0,1.0,가람커피로스터스 신원동
커피발아,중화동,서울 중랑구 동일로 826 1층,7중화역,97.0,10,6.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,커피발아 중화동
브리스톳,정릉동,대구 중구 달구벌대로 2100 반월당역,12반월당역,6.0,84,53.0,25.0,17.0,9.0,6.0,13.0,0.0,1.0,6.0,1.0,5.0,17.0,1.0,0.0,1.0,커피브리스톳 정릉동
카페903,대치동,,,,96,71.0,24.0,28.0,30.0,12.0,1.0,1.0,7.0,2.0,1.0,3.0,7.0,1.0,2.0,0.0,카페903 대치동
커브드 커피,종로3가,서울 종로구 종로 118,135종로3가역,74.0,163,77.0,29.0,18.0,36.0,13.0,11.0,4.0,14.0,5.0,5.0,4.0,37.0,1.0,1.0,0.0,커브드커피 종로3가
데일리3커피,역삼동,,,,59,35.0,6.0,28.0,14.0,6.0,3.0,2.0,9.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,데일리 3커피 역삼동
투제이커피,천호동,서울 강동구 상암로41길 3,5굽은다리역,204.0,42,22.0,15.0,9.0,5.0,6.0,5.0,4.0,0.0,4.0,6.0,3.0,3.0,1.0,0.0,0.0,투제이커피 천호동
할리스 낙성대역점,봉천동,서울 관악구 남부순환로 1922 청동빌딩,2낙성대역,9.0,457,2.0,60.0,84.0,77.0,52.0,65.0,84.0,19.0,51.0,19.0,16.0,20.0,8.0,7.0,4.0,할리스커피낙성대역점 낙성대역점 봉천동
카페플랫,역삼동,서울 강남구 논현로95길 29-13 1층,2역삼역,183.0,52,31.0,12.0,16.0,13.0,9.0,3.0,2.0,3.0,4.0,0.0,8.0,4.0,0.0,0.0,1.0,카페플랫 역삼동
투썸플레이스 노원구청점,상계동,서울 노원구 노해로 449,47노원역,180.0,1230,4.0,3.0,5.0,1.0,8.0,8.0,3.0,95.0,9.0,59.0,39.0,37.0,27.0,4.0,14.0,투썸플레이스 노원구청점 상계동
더치앤빈 난향점,신림동,,,,43,25.0,10.0,12.0,6.0,7.0,1.0,5.0,3.0,3.0,2.0,3.0,10.0,1.0,0.0,1.0,더치앤빈 난향점 신림동
커피집 양재 aT점,양재동,서울 서초구 동산로 10 1층 커피집(양재aT점),신분당양재시민의숲역,204.0,38,26.0,8.0,7.0,0.0,4.0,3.0,2.0,0.0,1.0,0.0,3.0,14.0,0.0,0.0,1.0,커피집양재에이티점 양재동
꽃피는봄이오면카페,면목동,,,,26,17.0,6.0,4.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,커피봄이오면 면목동
쥬씨 난곡점,신림동,,,,43,0.0,13.0,31.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,0.0,0.0,쥬씨난곡점 난곡점 신림동
필커피,오금동,서울 송파구 중대로34길 13 1층 필커피,35오금역,650.0,21,14.0,2.0,4.0,6.0,8.0,1.0,4.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,FILLCOFFEE 오금동
네이버후드,성북동,,,,175,79.0,35.0,17.0,26.0,4.0,24.0,10.0,24.0,11.0,2.0,3.0,11.0,35.0,55.0,11.0,NEIGHBORHOOD 성북동
이디야 4.19사거리점,수유동,서울 강북구 삼양로 501,우이신설4.19민주묘지역,227.0,89,42.0,18.0,19.0,8.0,9.0,9.0,3.0,2.0,4.0,3.0,4.0,15.0,2.0,2.0,0.0,이디야커피 4.19사거리점 수유동
루나모디카,대치동,서울 강남구 역삼로77길 21 제이시빌 1층,2수인분당선릉역,727.0,60,31.0,9.0,17.0,7.0,5.0,7.0,2.0,6.0,0.0,3.0,8.0,3.0,0.0,2.0,0.0,루나모디카 대치동
테필린,성내동,서울 강동구 천호대로162길 34 2층,58천호역,455.0,22,8.0,5.0,4.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,테필린 성내동
이디야커피 잠실나루역점,신천동,서울 송파구 올림픽로35길 104 장미전철상가 2층 6호,2잠실나루역,41.0,232,98.0,50.0,42.0,23.0,37.0,33.0,14.0,6.0,19.0,1.0,5.0,53.0,3.0,1.0,2.0,이디야커피 잠실나루역점 신천동
청춘커피 서래본점,반포동,서울 서초구 사평대로22길 17 1층 청춘커피 서래본점,9신반포역,632.0,97,72.0,31.0,28.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,46.0,0.0,0.0,0.0,청춘커피 반포동
카페루시,마곡동,서울 강서구 공항대로 213 1층 112호,5마곡역,316.0,23,5.0,5.0,8.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,카페루시 마곡동
빈터커피로스터스 길동점,길동,서울 강동구 양재대로115길 10 101호 빈터커피로스터스,5길동역,174.0,42,42.0,17.0,7.0,5.0,5.0,5.0,4.0,3.0,2.0,0.0,6.0,3.0,0.0,0.0,2.0,빈터커피로스터스 길동
홍콩다방 강동구청점,성내동,서울 강동구 성안로3길 120 1층,8강동구청역,450.0,50,14.0,17.0,18.0,20.0,5.0,2.0,1.0,8.0,1.0,0.0,19.0,1.0,0.0,0.0,3.0,홍콩다방 강동구청점 성내동
카페쉬머,자양동,,,,44,23.0,15.0,14.0,25.0,5.0,2.0,1.0,17.0,0.0,0.0,7.0,2.0,5.0,2.0,12.0,카페쉬머 자양동
브라이언스커피,도곡동,서울 강남구 논현로26길 46,3매봉역,391.0,1286,9.0,7.0,5.0,8.0,3.0,5.0,35.0,6.0,60.0,64.0,4.0,20.0,43.0,9.0,52.0,브라이언스커피 도곡동
브라운플랜트,신정동,서울 양천구 신월로36길 15 1층,2신정네거리역,534.0,62,27.0,36.0,13.0,21.0,19.0,4.0,4.0,10.0,3.0,0.0,21.0,14.0,0.0,0.0,0.0,브라운플랜트 신정동
카페라나,홍은동,,,,29,19.0,5.0,7.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,카페라나 홍은동
카페홀린,개봉동,서울 구로구 개봉로 50,1개봉역,674.0,27,11.0,7.0,9.0,2.0,0.0,2.0,4.0,1.0,3.0,0.0,2.0,10.0,0.0,0.0,1.0,카페홀린 개봉동
카페오키드,마곡동,서울 강서구 마곡동로 161 서울식물원 어린이정원학교2층,9공항마곡나루역,846.0,268,4.0,57.0,28.0,12.0,18.0,36.0,1.0,9.0,6.0,2.0,2.0,13.0,74.0,7.0,15.0,카페 오키드 마곡동
602dessert,일원동,서울 강남구 일원로5길 25 1층,3대청역,481.0,74,6.0,40.0,3.0,21.0,18.0,0.0,0.0,1.0,0.0,2.0,27.0,11.0,2.0,6.0,0.0,유경이디저트 일원동
메가MGC커피 문정아이파크점,문정동,서울 송파구 법원로4길 6 1동 상가 132-2호 메가커피 문정아이파크점,8문정역,560.0,188,81.0,27.0,43.0,19.0,12.0,6.0,1.0,1.0,2.0,1.0,8.0,62.0,0.0,2.0,4.0,메가커피문정 아이파크점 문정동
커피세븐 상계점,상계동,서울 노원구 한글비석로46가길 42 1층,7마들역,936.0,155,93.0,43.0,31.0,10.0,19.0,19.0,6.0,6.0,14.0,1.0,6.0,65.0,3.0,2.0,2.0,커피세븐 상계점 상계동
언더프레셔,삼성동,서울 강남구 영동대로106길 37 아리빌딩,9봉은사역,335.0,253,3.0,27.0,50.0,48.0,53.0,30.0,11.0,69.0,13.0,4.0,26.0,11.0,3.0,12.0,21.0,언더프레셔 삼성동
학화호도과자 강남직영점,양재동,서울 서초구 바우뫼로 188,3신분당양재역,666.0,66,3.0,16.0,1.0,46.0,8.0,1.0,0.0,0.0,0.0,0.0,9.0,16.0,1.0,0.0,0.0,학화호두과자 강남직영점 양재동
이디야커피 안암래미안점,안암동1가,서울 성북구 보문로30가길 42 1층,6우이신설보문역,595.0,78,53.0,20.0,9.0,10.0,14.0,5.0,2.0,4.0,3.0,1.0,1.0,14.0,0.0,1.0,0.0,이디야커피 안암래미안점 안암동1가
커피빈 외대앞점,이문동,서울 동대문구 이문로 106,1외대앞역,296.0,326,3.0,45.0,66.0,49.0,40.0,25.0,61.0,25.0,38.0,24.0,4.0,12.0,7.0,0.0,2.0,커피빈코리아외대앞점 코리아외대앞점 이문동
카페노아,오류동,서울 구로구 서해안로30길 12 2층 카페노아,1오류동역,102.0,23,7.0,4.0,4.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,카페노아 오류동
이디야커피 이수중앙점,사당동,서울 동작구 사당로 285,47이수역,100.0,246,3.0,41.0,54.0,16.0,29.0,32.0,11.0,0.0,18.0,2.0,12.0,43.0,4.0,1.0,0.0,이디야커피 이수중앙점 사당동
쿼터커피,봉천동,서울 관악구 관악로12길 99 1층 쿼터커피,2낙성대역,554.0,98,60.0,22.0,25.0,18.0,25.0,6.0,4.0,36.0,0.0,6.0,12.0,5.0,8.0,0.0,20.0,쿼터커피 봉천동
커파우스 마포점,도화동,서울 마포구 새창로 12,56공항경의중앙공덕역,112.0,222,4.0,55.0,38.0,16.0,20.0,29.0,5.0,5.0,6.0,6.0,7.0,19.0,7.0,20.0,3.0,커파우스 도화동
스타벅스 연세세브란스점,남대문로5가,서울 중구 통일로 10,14공항경의중앙서울역,9.0,730,1.0,9.0,2.0,88.0,1.0,76.0,26.0,34.0,49.0,42.0,24.0,17.0,14.0,5.0,6.0,스타벅스 연세세브란스점 남대문로5가
연지다방,독산동,,,,56,26.0,18.0,7.0,4.0,3.0,9.0,0.0,6.0,2.0,3.0,6.0,6.0,0.0,0.0,0.0,연지다방 독산동
셀렉토커피 가산노블루체점,가산동,서울 금천구 가산로9길 17,17가산디지털단지역,982.0,127,43.0,22.0,19.0,13.0,24.0,9.0,1.0,5.0,7.0,0.0,14.0,30.0,2.0,0.0,0.0,셀렉토커피 가산노블루체 가산동
헬씨33 영양 카페,하왕십리동,서울 성동구 왕십리로 410 1층 105호,2상왕십리역,282.0,22,1.0,11.0,6.0,11.0,10.0,2.0,2.0,0.0,3.0,0.0,16.0,3.0,0.0,1.0,1.0,헬씨33 하왕십리동
브타이거커피,신길동,서울 영등포구 영등포로86길 23 1층 일부,1신림대방역,427.0,31,14.0,8.0,12.0,7.0,6.0,6.0,5.0,5.0,2.0,2.0,4.0,6.0,0.0,1.0,1.0,브타이거커피 신길동
카페타치,성수동1가,서울 성동구 서울숲4길 15 1층 카페타치,2뚝섬역,424.0,101,40.0,31.0,37.0,30.0,16.0,28.0,3.0,19.0,6.0,9.0,12.0,8.0,4.0,0.0,5.0,카페타치 성수동1가
오버도즈커피 2호점,등촌동,서울 강서구 공항대로55길 33 1층,9증미역,445.0,132,87.0,26.0,20.0,54.0,13.0,9.0,10.0,3.0,6.0,1.0,3.0,22.0,0.0,1.0,1.0,오버도즈커피 2호점 등촌동
코지블루,송파동,서울 송파구 백제고분로45길 7 3층 302호,9송파나루역,247.0,381,72.0,8.0,5.0,98.0,2.0,68.0,10.0,4.0,49.0,0.0,44.0,32.0,16.0,0.0,3.0,코지블루 송파동
만랩커피 이수역점,방배동,서울 서초구 서초대로 13 방배마에스트로 1동 1층 105호,47이수역,118.0,288,8.0,57.0,65.0,38.0,43.0,21.0,15.0,9.0,13.0,3.0,5.0,32.0,2.0,2.0,1.0,만랩커피 이수역점 방배동
데일리로스팅,독산동,,,,15,11.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,데일리 로스팅 독산동
곰발커피,내수동,서울 종로구 경희궁2길 9-1,3경복궁역,456.0,74,53.0,18.0,21.0,6.0,10.0,14.0,3.0,11.0,4.0,2.0,8.0,7.0,1.0,1.0,3.0,곰발커피 내수동
수유리조트,수유동,서울 강북구 노해로8가길 45,4수유역,349.0,956,8.0,4.0,7.0,3.0,4.0,9.0,19.0,5.0,32.0,44.0,57.0,33.0,4.0,4.0,3.0,수유리조트 수유동
스타벅스 종로3가점,종로3가,서울 종로구 종로 113-1,135종로3가역,98.0,499,5.0,0.0,89.0,70.0,47.0,35.0,21.0,15.0,16.0,15.0,20.0,10.0,6.0,0.0,5.0,스타벅스종로3가점 종로3가점 종로3가
이디야커피 구의역점,구의동,서울 광진구 구의로 4,2구의역,225.0,165,69.0,41.0,36.0,24.0,18.0,28.0,25.0,7.0,15.0,2.0,3.0,35.0,1.0,0.0,0.0,이디야커피 구의역점 구의동
마리웨일237 화곡역점,화곡동,서울 강서구 가로공원로76길 17,5화곡역,835.0,34,10.0,13.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,마리웨일마카롱 화곡역점 화곡동
카페 롤링삐삐,대치동,서울 강남구 역삼로92길 7,2삼성역,624.0,20,14.0,4.0,4.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,롤링삐삐 대치동
커피빈 신사점,논현동,서울 강남구 도산대로 126,3신분당신사역,139.0,398,4.0,54.0,72.0,50.0,47.0,54.0,31.0,19.0,51.0,16.0,12.0,14.0,17.0,1.0,2.0,커피빈코리아신사점 코리아신사점 논현동
카페 오늘의기분,신문로1가,,,,33,17.0,9.0,9.0,6.0,7.0,7.0,1.0,8.0,0.0,0.0,2.0,3.0,1.0,0.0,4.0,카페 오늘의기분 신문로1가
벙커컴퍼니 압구정점,신사동,"서울 강남구 언주로167길 23 단독주택 1, 2층",3압구정역,274.0,304,0.0,70.0,71.0,1.0,46.0,30.0,6.0,6.0,6.0,18.0,53.0,8.0,12.0,4.0,24.0,벙커컴퍼니 압구정점 신사동
멜티도나,잠실동,서울 송파구 석촌호수로12길 18 105호,2잠실새내역,412.0,33,1.0,21.0,12.0,27.0,15.0,1.0,0.0,13.0,7.0,0.0,20.0,2.0,0.0,0.0,5.0,소금상정 잠실동
카페와로또,용답동,서울 성동구 용답19길 11 1층,2용답역,114.0,19,9.0,7.0,5.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,카페 와로또 용답동
슈퍼커피 문정엠스테이트점,문정동,서울 송파구 법원로 114 엠스테이트 지하1층 E-B168호,8문정역,202.0,202,5.0,47.0,67.0,19.0,16.0,5.0,4.0,9.0,2.0,1.0,11.0,66.0,1.0,3.0,2.0,슈퍼커피문정엠스테이트점 문정엠스테이트점 문정동
데니스커피 남강점,신림동,,,,48,23.0,16.0,9.0,7.0,6.0,7.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,0.0,0.0,데니스커피남강점 커피남강점 신림동
공차 상일동역점,고덕동,서울 강동구 고덕로 399 상가동 1동 105호,5상일동역,154.0,436,0.0,92.0,8.0,23.0,64.0,16.0,5.0,12.0,12.0,3.0,28.0,24.0,5.0,9.0,1.0,공차 상일동역점 고덕동
마리웨일237 봉천현대시장점,봉천동,서울 관악구 양녕로 62 현대팰리스 1층,2봉천역,899.0,17,2.0,7.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,마리웨일마카롱봉천현대시장점 봉천현대시장점 봉천동
키즈커피,구의동,서울 광진구 아차산로 397,2구의역,18.0,18,12.0,3.0,3.0,4.0,4.0,0.0,0.0,2.0,3.0,1.0,4.0,4.0,0.0,1.0,0.0,키즈커피 구의동
카페R,내발산동,서울 강서구 강서로 330 동아빌딩 1층 카페R,5발산역,352.0,48,34.0,12.0,16.0,18.0,7.0,2.0,3.0,0.0,4.0,0.0,5.0,6.0,0.0,4.0,0.0,카페R 내발산동
커피빈 목동점,목동,서울 양천구 목동동로 293 현대41타워,5오목교역,357.0,309,9.0,83.0,75.0,46.0,29.0,36.0,15.0,15.0,14.0,4.0,8.0,16.0,5.0,13.0,3.0,커피빈 코리아목동점 목동
할리스 여의도파이낸스타워점,여의도동,서울 영등포구 국제금융로2길 32 9호선 여의도역3번 출구 도보 200m 내,59여의도역,164.0,924,1.0,5.0,3.0,5.0,6.0,6.0,78.0,63.0,0.0,28.0,33.0,28.0,7.0,27.0,11.0,할리스커피 여의도파이낸스타워점 여의도동
프랭키커피,한남동,서울 용산구 대사관로5길 17,6이태원역,640.0,89,50.0,10.0,17.0,16.0,12.0,11.0,1.0,21.0,1.0,7.0,11.0,3.0,8.0,1.0,12.0,프랭키 한남동
투썸플레이스 세관사거리점,논현동,서울 강남구 언주로 703 LX한국국토정보공사 1층,7학동역,269.0,331,1.0,60.0,58.0,77.0,49.0,35.0,17.0,19.0,38.0,7.0,11.0,13.0,4.0,2.0,2.0,투썸플레이스세관사거리점 세관사거리점 논현동
써니주분,구로동,서울 구로구 공원로 27,27대림역,679.0,38,18.0,6.0,11.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,9.0,0.0,0.0,0.0,써니주분 구로동
홀빈커피작은가게,망우동,서울 중랑구 용마산로118길 63,경의중앙양원역,907.0,68,49.0,15.0,16.0,10.0,2.0,6.0,0.0,2.0,0.0,0.0,2.0,5.0,2.0,0.0,1.0,홀빈커피 망우동
카페블레스,상계동,서울 노원구 상계로12길 74 1층 카페블레스,4상계역,734.0,26,18.0,5.0,4.0,7.0,3.0,1.0,2.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,카페블레스 상계동
키웨스트 연산군묘점,방학동,서울 도봉구 방학로17길 85,우이신설북한산우이역,931.0,603,4.0,78.0,85.0,54.0,66.0,9.0,23.0,46.0,37.0,27.0,18.0,38.0,82.0,80.0,6.0,키웨스트 방학동
카페 루케오,방배동,서울 서초구 방배로8길 10-7 1층 101호,2방배역,248.0,29,17.0,10.0,9.0,7.0,5.0,2.0,1.0,5.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,wonA커피 방배동
카페르뷰,쌍림동,서울 중구 퇴계로 282 대흥빌딩,245동대문역사문화공원역,283.0,33,18.0,6.0,6.0,3.0,4.0,4.0,1.0,5.0,3.0,2.0,2.0,6.0,0.0,1.0,1.0,카페르뷰 쌍림동
카페 지니얼,청파동2가,서울 용산구 청파로49길 56 102,4숙대입구역,467.0,40,28.0,20.0,8.0,36.0,17.0,4.0,2.0,14.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,카페 지니얼 청파동2가
스타벅스 대치삼성프라자점,대치동,서울 강남구 영동대로 237,3학여울역,626.0,697,3.0,9.0,3.0,81.0,2.0,51.0,23.0,58.0,33.0,39.0,16.0,10.0,12.0,69.0,11.0,스타벅스 대치삼성프라자점 대치동
