name,search_name,address,road_address,near_station,station_distance,total_review,"""커피가 맛있어요""","""친절해요""","""음료가 맛있어요""","""디저트가 맛있어요""","""매장이 청결해요""","""대화하기 좋아요""","""집중하기 좋아요""","""인테리어가 멋져요""","""좌석이 편해요""","""화장실이 깨끗해요""","""특별한 메뉴가 있어요""","""가성비가 좋아요""","""뷰가 좋아요""","""주차하기 편해요""","""사진이 잘 나와요""",same
스타벅스 여의도공원점,스타벅스 여의도공원R점,여의도동,서울 영등포구 여의공원로 101,9국회의사당역,678m,410,7.0,91.0,95.0,38.0,86.0,47.0,12.0,44.0,51.0,18.0,16.0,13.0,14.0,11.0,10.0,False
NorwegianWood,노르웨이의숲,수유동,대구 중구 동성로2길 30-5 2층,12반월당역,347m,31,,9.0,,,1.0,4.0,,12.0,,,9.0,,,,,False
디초콜릿커피앤드,디초콜릿커피 강남역미림타워점,역삼동,서울 강남구 테헤란로4길 14 미림타워 1층 (역삼동),2신분당강남역,126m,196,9.0,15.0,39.0,35.0,13.0,11.0,3.0,5.0,,1.0,14.0,35.0,,,2.0,False
나리당,나리당,사당동,서울 동작구 사당로16가길 93 1층 나리당,7남성역,277m,12,2.0,5.0,1.0,10.0,1.0,,,,,,3.0,2.0,,,,True
스타벅스 신사가로수점,스타벅스 신사가로수점,신사동,서울 강남구 가로수길 59,3신분당신사역,714m,834,4.0,5.0,3.0,5.0,5.0,8.0,65.0,44.0,67.0,29.0,40.0,33.0,55.0,4.0,13.0,True
스타벅스 길동역점,스타벅스 길동역점,길동,서울 강동구 양재대로 1487,5길동역,125m,1406,9.0,8.0,5.0,9.0,5.0,87.0,9.0,90.0,81.0,58.0,51.0,39.0,16.0,18.0,14.0,True
커피빈 코리아중계동은행사거리점,커피빈 중계동은행사거리점,중계동,,,,496,6.0,78.0,8.0,60.0,78.0,58.0,29.0,45.0,45.0,48.0,16.0,4.0,4.0,5.0,3.0,False
골든서울호텔,골든서울호텔,염창동,서울 강서구 공항대로 663,9염창역,334m,32,,10.0,,,,,,3.0,,,,,4.0,5.0,,True
하울까페,하울카페,마장동,서울 성동구 마장로35길 76 마장동 현대아파트,2용두역,729m,14,8.0,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,3.0,,2.0,,False
설빙 수락산역점,설빙 수락산역점,상계동,서울 노원구 동일로242길 32 2층,7수락산역,283m,785,9.0,0.0,1.0,7.0,8.0,78.0,8.0,33.0,34.0,34.0,6.0,70.0,23.0,8.0,8.0,True
탐앤탐스서울대입구점 서울대입구점,탐앤탐스 서울대입구점,봉천동,서울 관악구 관악로 173,2서울대입구역,21m,713,6.0,3.0,0.0,96.0,92.0,90.0,8.0,23.0,99.0,67.0,38.0,52.0,33.0,7.0,13.0,False
리트웨이,리트웨이 본점,내발산동,서울 강서구 수명로 68-11 발산타워 1층,5마곡역,834m,165,8.0,55.0,32.0,3.0,24.0,2.0,1.0,5.0,,,14.0,18.0,2.0,5.0,,False
미노스,MINOSCoffeecult,신사동,서울 강남구 가로수길 80 한림빌딩 2층,3압구정역,657m,70,44.0,8.0,8.0,11.0,9.0,13.0,13.0,11.0,5.0,4.0,3.0,2.0,6.0,,8.0,False
곳간,곳간,연희동,,,,186,11.0,35.0,8.0,62.0,11.0,,,3.0,2.0,1.0,87.0,60.0,2.0,1.0,,True
스타벅스 광나루점,스타벅스 광나루점,광장동,서울 광진구 아차산로 607,5광나루역,261m,958,8.0,0.0,3.0,9.0,7.0,2.0,83.0,38.0,69.0,48.0,33.0,22.0,31.0,11.0,14.0,True
카페스타,카페스타,수유동,서울 강북구 삼각산로 71,우이신설가오리역,417m,81,56.0,40.0,33.0,11.0,20.0,9.0,1.0,8.0,4.0,,2.0,27.0,,,,True
라스커피,라스커피,쌍문동,서울 도봉구 도봉로 441 드림하우스,4쌍문역,343m,50,35.0,19.0,12.0,9.0,8.0,9.0,6.0,7.0,3.0,,3.0,9.0,1.0,,2.0,True
로찌커피,로찌커피 교대점,서초동,서울 서초구 서초대로58길 5,23교대역,261m,106,58.0,11.0,22.0,7.0,22.0,15.0,4.0,21.0,12.0,6.0,5.0,5.0,2.0,2.0,,False
요거프레소 장승배기역점,요거프레소 장승배기역점,상도동,서울 동작구 상도로 179,7장승배기역,75m,95,35.0,18.0,29.0,20.0,14.0,16.0,3.0,4.0,9.0,3.0,5.0,4.0,1.0,,2.0,True
스타벅스 천호역점,스타벅스 천호역점,성내동,서울 강동구 천호대로 1012,58천호역,37m,981,8.0,8.0,0.0,1.0,5.0,85.0,49.0,36.0,37.0,23.0,37.0,31.0,12.0,22.0,7.0,True
커피빈 코리아논현동팍스타워점,커피빈 논현팍스타워점,논현동,서울 강남구 언주로 609 팍스타워 지하1층,9언주역,520m,129,54.0,18.0,30.0,12.0,18.0,17.0,11.0,7.0,18.0,3.0,7.0,5.0,2.0,2.0,,False
에이카페,에이카페,서교동,서울 마포구 잔다리로7안길 26,26합정역,240m,50,33.0,23.0,21.0,6.0,17.0,5.0,2.0,2.0,3.0,,2.0,22.0,2.0,,1.0,True
카페리브레,커피리브레 명동성당점,명동2가,서울 중구 명동길 74 명동성당,23을지로3가역,403m,447,0.0,82.0,72.0,15.0,57.0,24.0,16.0,17.0,4.0,14.0,25.0,44.0,22.0,6.0,9.0,False
스타벅스홍대삼거리점 홍대삼거리점,스타벅스 홍대삼거리점,상수동,서울 마포구 와우산로 64,6상수역,270m,1354,5.0,5.0,1.0,7.0,1.0,6.0,77.0,52.0,94.0,54.0,60.0,44.0,51.0,17.0,28.0,False
원남가베,원남가배,원남동,서울 종로구 창경궁로 144 1층 원남가배,1종로5가역,710m,140,5.0,18.0,69.0,,23.0,7.0,7.0,7.0,4.0,,34.0,19.0,1.0,,1.0,False
카페나루,카페나루,광장동,서울 광진구 광장로1길 18,5광나루역,325m,151,89.0,49.0,27.0,35.0,15.0,32.0,4.0,9.0,5.0,7.0,4.0,32.0,5.0,,2.0,True
오가다 롯데몰은평점,오가다 롯데몰 은평점,진관동,서울 은평구 통일로 1050 3F 오가다 롯데몰 은평점,3구파발역,23m,427,,82.0,8.0,96.0,67.0,79.0,17.0,30.0,43.0,11.0,29.0,17.0,2.0,49.0,5.0,False
스타벅스 청담스타점,스타벅스 청담스타R점,청담동,서울 강남구 도산대로57길 24,수인분당압구정로데오역,251m,851,4.0,1.0,3.0,5.0,7.0,93.0,58.0,5.0,99.0,37.0,86.0,24.0,31.0,18.0,23.0,False
빽다방성신여대점 성신여대점,빽다방성신여대점,동선동1가,서울 성북구 동소문로20나길 3,4우이신설성신여대입구역,84m,728,5.0,98.0,2.0,68.0,40.0,15.0,3.0,4.0,4.0,1.0,17.0,1.0,4.0,3.0,1.0,False
스타벅스광장점 광장점,스타벅스 광장점,광장동,서울 광진구 아차산로 537-17,5광나루역,464m,864,1.0,3.0,2.0,98.0,98.0,1.0,49.0,27.0,33.0,8.0,27.0,15.0,8.0,6.0,5.0,False
보나비아티제뱅뱅사거리점 뱅뱅사거리점,아티제 뱅뱅사거리점,역삼동,서울 강남구 강남대로 298 푸르덴셜타워 1층,3신분당양재역,573m,88,46.0,16.0,17.0,24.0,6.0,4.0,2.0,1.0,2.0,3.0,6.0,3.0,,1.0,,False
빽다방신림역1호점 신림역1호점,빽다방 신림역1호점,신림동,서울 관악구 남부순환로 1592 1층,2신림신림역,140m,328,2.0,65.0,78.0,21.0,22.0,5.0,,2.0,1.0,,8.0,1.0,2.0,1.0,,False
스타벅스 가양이마트점,스타벅스 가양이마트점,가양동,서울 강서구 양천로 559,9증미역,33m,1470,3.0,6.0,3.0,6.0,5.0,48.0,28.0,35.0,31.0,21.0,41.0,41.0,13.0,80.0,14.0,True
폴바셋 NC타워삼성점,폴바셋 NC타워 삼성점,삼성동,서울 강남구 테헤란로 509 NC타워 1층,2삼성역,397m,1182,4.0,9.0,3.0,8.0,5.0,4.0,63.0,52.0,6.0,37.0,48.0,23.0,11.0,7.0,10.0,False
스타벅스 목동5단지점,스타벅스 목동5단지점,목동,,,,691,5.0,9.0,6.0,79.0,90.0,60.0,43.0,26.0,43.0,7.0,22.0,8.0,8.0,8.0,5.0,True
포트캔커피롯데시티 호텔점,포트캔커피 롯데시티호텔점,공덕동,서울 마포구 마포대로 109 1층,56공항경의중앙공덕역,83m,93,57.0,19.0,23.0,9.0,14.0,1.0,,4.0,,1.0,4.0,19.0,,3.0,1.0,False
이디야커피 광운대점,이디야커피 광운대점,월계동,서울 노원구 광운로 29 1층,1경춘광운대역,479m,96,52.0,22.0,21.0,8.0,11.0,5.0,6.0,2.0,8.0,,3.0,13.0,,,1.0,True
커피셀러,커피셀러,세곡동,,,,11,8.0,4.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,3.0,,,True
스타벅스 석촌호수점,스타벅스 석촌호수점,송파동,서울 송파구 석촌호수로 262,89석촌역,536m,1802,1.0,6.0,9.0,3.0,2.0,6.0,7.0,0.0,4.0,63.0,52.0,51.0,9.0,11.0,28.0,True
커피빈 코리아홍대역8번출구점,커피빈 홍대역8번출구점,동교동,서울 마포구 양화로18안길 7,2공항경의중앙홍대입구역,122m,540,2.0,4.0,7.0,64.0,57.0,55.0,27.0,11.0,42.0,11.0,15.0,14.0,19.0,5.0,6.0,False
이디야커피 건대후문점,이디야커피 건대후문점,화양동,서울 광진구 광나루로 416 건회빌딩,7어린이대공원역,110m,43,19.0,5.0,7.0,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,7.0,2.0,1.0,,True
커피집,커피집,문정동,서울 송파구 송이로31길 6 기영빌딩Ⅰ,8문정역,964m,98,66.0,35.0,33.0,18.0,25.0,15.0,3.0,3.0,6.0,5.0,6.0,28.0,7.0,1.0,3.0,True
스타벅스 목동8단지점,스타벅스 목동8단지점,신정동,서울 양천구 목동서로 299,5오목교역,884m,992,8.0,3.0,9.0,3.0,6.0,76.0,40.0,55.0,44.0,35.0,35.0,27.0,17.0,11.0,7.0,True
한스카페,한스 목동점,목동,서울 양천구 오목로 287,5목동역,423m,257,52.0,52.0,32.0,3.0,36.0,13.0,3.0,12.0,9.0,,39.0,12.0,4.0,2.0,5.0,False
카페라루라루,라루라루,화곡동,서울 강서구 공항대로59길 42 1층 라루라루,9등촌역,219m,43,25.0,10.0,15.0,2.0,3.0,5.0,,2.0,,1.0,4.0,10.0,2.0,,3.0,False
스타벅스 구로호텔점,스타벅스 구로호텔점,구로동,서울 구로구 디지털로32길 72,2구로디지털단지역,342m,1769,5.0,2.0,7.0,0.0,2.0,5.0,49.0,80.0,49.0,69.0,47.0,31.0,36.0,12.0,13.0,True
쥬씨 중곡점,쥬씨 중곡점,중곡동,서울 광진구 면목로 132,7중곡역,393m,45,,10.0,36.0,6.0,4.0,,,1.0,,,4.0,16.0,,1.0,,True
쥬씨경복궁역점 경복궁역점,차얌&쥬씨 경복궁역점,체부동,서울 종로구 자하문로 19,3경복궁역,166m,127,,39.0,81.0,2.0,9.0,1.0,1.0,1.0,1.0,,1.0,60.0,2.0,1.0,3.0,False
쥬씨신목중점 신목중점,쥬씨 신목중점,목동,,,,17,,4.0,11.0,3.0,1.0,1.0,,,1.0,,1.0,8.0,,,,False
쥬씨역삼상록회관점 역삼상록회관점,쥬씨 역삼상록회관점,역삼동,서울 강남구 언주로98길 17,2수인분당선릉역,504m,41,,4.0,21.0,1.0,,,,,,,2.0,17.0,,,,False
공차신촌연세로점 신촌연세로점,공차 신촌연세로점,창천동,서울 서대문구 연세로 27,2신촌역,274m,439,,69.0,9.0,21.0,25.0,18.0,11.0,6.0,12.0,8.0,36.0,31.0,7.0,1.0,1.0,False
설빙 가양점,설빙 가양점,등촌동,서울 강서구 양천로 504 명문빌딩,9가양역,37m,508,64.0,71.0,52.0,0.0,55.0,60.0,8.0,17.0,44.0,12.0,8.0,41.0,7.0,3.0,4.0,True
엔젤리너스미아삼거리,엔제리너스 미아삼거리역점,미아동,서울 강북구 도봉로10나길 4,4미아사거리역,101m,1067,8.0,5.0,0.0,6.0,7.0,6.0,5.0,81.0,8.0,31.0,55.0,99.0,16.0,,9.0,False
스타벅스 롯데캐슬여의도점,스타벅스 롯데캐슬여의도점,여의도동,서울 영등포구 의사당대로 127,59여의도역,235m,491,9.0,1.0,90.0,59.0,50.0,25.0,22.0,18.0,17.0,14.0,20.0,21.0,12.0,16.0,10.0,True
쥬씨 쌍문동점,쥬씨 차얌 쌍문동점,쌍문동,,,,552,,51.0,2.0,20.0,9.0,3.0,1.0,2.0,1.0,,10.0,0.0,,1.0,,False
스타벅스신촌명물거리점 신촌명물거리점,스타벅스 신촌명물거리점,창천동,서울 서대문구 명물길 24,2신촌역,304m,985,9.0,4.0,9.0,7.0,6.0,89.0,87.0,55.0,77.0,49.0,29.0,36.0,39.0,1.0,13.0,False
할리스 명동퍼시픽호텔점,할리스 명동퍼시픽호텔점,남산동2가,서울 중구 퇴계로20길 2 1층 할리스커피,4명동역,95m,77,46.0,26.0,28.0,15.0,12.0,9.0,6.0,3.0,2.0,,12.0,7.0,1.0,2.0,1.0,True
쥬씨증미역점 증미역점,쥬씨 증미역점,등촌동,서울 강서구 양천로 556 104호,9증미역,31m,278,,77.0,5.0,8.0,26.0,2.0,,2.0,4.0,2.0,12.0,1.0,1.0,3.0,3.0,False
스타벅스합정메세나몰점 합정메세나몰점,스타벅스 합정메세나몰점,서교동,서울 마포구 서교동 490,26합정역,180m,796,8.0,2.0,2.0,0.0,77.0,70.0,42.0,17.0,34.0,16.0,34.0,16.0,8.0,22.0,7.0,False
커피빈 코리아구로지밸리몰점,커피빈 구로G-ValleyMall점,구로동,서울 구로구 디지털로 300,2구로디지털단지역,562m,520,5.0,89.0,96.0,61.0,72.0,46.0,43.0,33.0,34.0,18.0,16.0,12.0,27.0,22.0,4.0,False
CafeThe9,카페더가비,녹번동,,,,21,13.0,8.0,3.0,5.0,7.0,7.0,,8.0,,2.0,,1.0,3.0,,1.0,False
코코버블티 강남역점,코코버블티 강남역점,역삼동,서울 강남구 강남대로96길 9 1층,2신분당강남역,166m,53,17.0,8.0,26.0,11.0,7.0,4.0,,1.0,1.0,,10.0,7.0,,,1.0,True
스타벅스경복궁역,스타벅스 경복궁역점,통의동,서울 종로구 자하문로4길 6,3경복궁역,103m,1691,3.0,0.0,4.0,8.0,0.0,3.0,83.0,85.0,5.0,46.0,61.0,44.0,23.0,3.0,19.0,False
카페노킹온,카페노킹온,등촌동,서울 강서구 등촌로39길 56 거산하이빌,9등촌역,755m,149,6.0,27.0,8.0,8.0,,6.0,,1.0,4.0,2.0,,12.0,,,,True
키즈팡팡구산점 구산점,키즈카페 키즈팡팡구산점,갈현동,"서울 은평구 연서로 161 BYC빌딩6층, (갈현동464-4)",6구산역,180m,57,,7.0,2.0,,18.0,,,,,6.0,,,,6.0,,False
스타벅스대치점 대치점,스타벅스 대치점,대치동,서울 강남구 도곡로 511,3대치역,720m,379,6.0,65.0,82.0,47.0,38.0,17.0,18.0,10.0,21.0,11.0,11.0,14.0,,,2.0,False
쥬씨강남역세무서점 강남역세무서점,쥬씨 강남역세무서점,역삼동,서울 강남구 테헤란로4길 25,2신분당강남역,202m,514,,61.0,7.0,27.0,26.0,9.0,6.0,9.0,3.0,1.0,19.0,4.0,4.0,4.0,3.0,False
카페무스토,카페무스토,방배동,"서울 서초구 효령로 83 (방배동, 엠 젠플러스빌딩) 2층",2방배역,397m,53,21.0,6.0,9.0,5.0,11.0,10.0,7.0,1.0,5.0,2.0,2.0,7.0,2.0,2.0,,True
쥬씨돌곶이역점 돌곶이역점,쥬시 돌곶이역점,석관동,서울 성북구 돌곶이로 63 1층 쥬시,6돌곶이역,153m,58,,13.0,43.0,4.0,5.0,,,,,,6.0,23.0,,,,False
설빙 가락시장역점,설빙 가락시장역점,가락동,서울 송파구 중대로 109 지상2층(가락동),38가락시장역,150m,655,95.0,70.0,89.0,2.0,83.0,57.0,5.0,25.0,51.0,17.0,4.0,46.0,37.0,13.0,7.0,True
만화방구,만화방초,연남동,,,,124,,,,,,,,,,8.0,,,18.0,36.0,10.0,False
예커피,예커피,개봉동,서울 구로구 고척로21나길 63 1층 예커피,1오류동역,968m,42,24.0,8.0,14.0,8.0,6.0,6.0,4.0,8.0,3.0,,7.0,6.0,,,4.0,True
커피빈 코리아여의도34번지점,커피빈 여의도34번지점,여의도동,서울 영등포구 국제금융로 52 심팩빌딩 1층,59여의도역,522m,218,2.0,57.0,47.0,27.0,14.0,13.0,6.0,3.0,7.0,2.0,11.0,22.0,1.0,2.0,,False
설빙 홍대입구역점,설빙 홍대입구역점,동교동,서울 마포구 홍익로6길 15 삼주빌딩,2공항경의중앙홍대입구역,128m,2754,1.0,0.0,0.0,0.0,1.0,3.0,68.0,9.0,5.0,2.0,4.0,7.0,0.0,13.0,86.0,True
파스쿠찌 양재사옥점,파스쿠찌 에스프레소 바 양재,양재동,서울 서초구 남부순환로 2620 (양재동) 1층,3신분당양재역,197m,464,4.0,89.0,6.0,79.0,83.0,44.0,11.0,0.0,21.0,14.0,0.0,32.0,17.0,18.0,23.0,False
스타벅스 교대법원점,스타벅스 교대법원점,서초동,서울 서초구 서초중앙로 164,23교대역,255m,852,8.0,2.0,9.0,85.0,1.0,60.0,31.0,29.0,69.0,25.0,22.0,28.0,13.0,8.0,9.0,True
마리웨일마카롱상암SBA점 상암SBA점,마리웨일237 상암SBA점,상암동,서울 마포구 월드컵북로 400 문화콘텐츠센터 1층,경의중앙수색역,707m,76,22.0,20.0,13.0,,5.0,2.0,,2.0,1.0,2.0,14.0,23.0,,1.0,1.0,False
베이커리카페데쏘,데쏘 필동점,홍은동,서울 중구 필동로8길 73,34충무로역,547m,73,34.0,8.0,16.0,,4.0,10.0,2.0,4.0,9.0,,3.0,3.0,6.0,,,False
뉴욕핫도그앤커피 잠실점,뉴욕핫도그앤커피 롯데월드점,잠실동,서울 송파구 올림픽로 240 어드벤처 4층,28잠실역,52m,198,,28.0,,,14.0,,,7.0,,,9.0,19.0,10.0,2.0,,False
카페피아트121,카페피아트,광장동,서울 광진구 아차산로78길 7 유진스웰,5광나루역,748m,56,32.0,19.0,16.0,9.0,10.0,13.0,1.0,11.0,4.0,,4.0,2.0,2.0,6.0,,False
쥬씨시범단지점 시범단지점,쥬씨&차얌 여의도시범단지점,여의도동,,,,91,,11.0,55.0,5.0,2.0,3.0,1.0,1.0,,2.0,8.0,32.0,,,,False
스타벅스광운대점 광운대점,스타벅스 광운대점,월계동,서울 노원구 석계로 104,1경춘광운대역,73m,1053,8.0,9.0,3.0,5.0,2.0,59.0,91.0,36.0,52.0,43.0,49.0,22.0,16.0,15.0,10.0,False
디엔트런스,디엔트런스,번동,서울 강북구 도봉로82길 25 1층(),4수유역,260m,21,17.0,2.0,9.0,4.0,2.0,2.0,2.0,4.0,,,1.0,1.0,,,1.0,True
빽다방 방이역코오롱점,빽다방 방이역코오롱점,방이동,서울 송파구 마천로 25 민성빌딩,5방이역,225m,134,72.0,16.0,49.0,10.0,10.0,2.0,3.0,1.0,7.0,1.0,9.0,50.0,,,,True
투썸플레이스쌍문중앙점 쌍문중앙점,투썸플레이스 쌍문중앙점,창동,서울 도봉구 도봉로 482 우성빌딩,4쌍문역,37m,701,7.0,8.0,6.0,3.0,81.0,83.0,86.0,61.0,85.0,19.0,23.0,21.0,8.0,8.0,9.0,False
삼차 방배카페골목점,삼차 방배카페골목점,방배동,서울 서초구 방배중앙로 151,47이수역,697m,81,,26.0,,,11.0,,,1.0,,8.0,4.0,4.0,,8.0,,True
산맥로스터리,산맥로스터리,북가좌동,서울 서대문구 증가로 213 동산타운빌딩,6증산역,594m,54,31.0,15.0,15.0,5.0,12.0,12.0,10.0,9.0,8.0,3.0,1.0,2.0,2.0,2.0,,True
커피602,커피602,중화동,,,,69,43.0,23.0,7.0,2.0,11.0,5.0,,3.0,,1.0,,20.0,1.0,,1.0,True
이디야커피 고덕점,이디야커피 고덕점,명일동,서울 강동구 동남로75길 19 명일빌딩,5고덕역,151m,173,97.0,38.0,50.0,21.0,22.0,14.0,11.0,3.0,6.0,,10.0,28.0,,3.0,1.0,True
뉴욕쟁이디저트 혜화점,뉴욕쟁이디저트 혜화점,연건동,서울 종로구 대학로5길 8,4혜화역,373m,12,7.0,5.0,6.0,5.0,5.0,,,1.0,,,5.0,4.0,,,1.0,True
투썸플레이스 방배역점,투썸플레이스 방배역점,방배동,서울 서초구 방배로 97 청유빌딩 1층,2방배역,155m,702,9.0,0.0,3.0,3.0,91.0,77.0,37.0,49.0,81.0,32.0,33.0,25.0,9.0,47.0,2.0,True
쥬씨 쌍문역점,쥬씨 차얌 쌍문동점,쌍문동,,,,552,,51.0,2.0,20.0,9.0,3.0,1.0,2.0,1.0,,10.0,0.0,,1.0,,False
쥬씨잠실학원사거리점 잠실학원사거리점,쥬씨 잠실학원사거리점,삼전동,서울 송파구 석촌호수로 134 왕국회관,9삼전역,528m,203,,24.0,0.0,9.0,8.0,1.0,1.0,1.0,2.0,,8.0,86.0,,,,False
구대회커피,구대회커피 본점,신수동,서울 마포구 창전로2길 9,6광흥창역,130m,58,47.0,6.0,16.0,5.0,5.0,4.0,3.0,2.0,2.0,,11.0,14.0,,,,False
우분트커피룸,우분트 커피룸,방이동,서울 송파구 올림픽로32길 59 1층,9송파나루역,241m,24,17.0,6.0,4.0,3.0,1.0,1.0,1.0,,1.0,,3.0,3.0,,,3.0,False
카페아이,카페아이,제기동,서울 동대문구 제기로 10,6안암역,397m,16,8.0,4.0,5.0,6.0,2.0,2.0,1.0,,1.0,,1.0,1.0,,1.0,,True
떼루와떼루와반포점 떼루와반포점,떼루와 반포점,반포동,서울 서초구 사평대로 58 세바웰빌딩,9구반포역,854m,42,,10.0,23.0,3.0,6.0,5.0,,2.0,,2.0,1.0,15.0,,,,False
공차 여의도점,공차 여의도점,여의도동,서울 영등포구 국제금융로2길 7 한주빌딩,59여의도역,382m,493,,86.0,2.0,32.0,53.0,22.0,7.0,6.0,17.0,9.0,42.0,23.0,3.0,2.0,3.0,True
더치앤빈 안국역점,더치앤빈 안국역점,재동,서울 종로구 율곡로 59-1,3안국역,52m,133,73.0,22.0,27.0,11.0,4.0,8.0,3.0,2.0,1.0,2.0,8.0,29.0,,,2.0,True
이디야커피 구일역점,이디야커피 구일역점,구로동,서울 구로구 구일로 110 해원리버파크,1구일역,217m,274,1.0,41.0,54.0,29.0,59.0,34.0,31.0,19.0,23.0,4.0,8.0,47.0,11.0,6.0,2.0,True
콩닥콩닥써니카페,콩닥콩닥써니카페,상봉동,서울 중랑구 망우로55길 25,경의중앙경춘망우역,85m,24,12.0,11.0,6.0,3.0,1.0,2.0,,,1.0,1.0,,4.0,,,,True
카페루앤비방학점 방학점,카페루앤비 방학점,방학동,서울 도봉구 방학로 106,1방학역,632m,40,26.0,13.0,7.0,7.0,5.0,5.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,,False
카페다커피 역촌점,카페원커피학원,역촌동,서울 은평구 가좌로 249,6새절역,214m,19,,,,,,,,,,,,,,,,False
커피빈 강남대로점,커피빈 강남대로점,서초동,서울 서초구 강남대로 369 나라빌딩,2신분당강남역,48m,699,8.0,6.0,2.0,91.0,70.0,81.0,26.0,31.0,46.0,19.0,17.0,26.0,13.0,6.0,14.0,True
이디야커피 용산효창점,이디야커피 용산효창점,효창동,서울 용산구 효창원로66길 2 1층,6경의중앙효창공원앞역,159m,281,5.0,47.0,62.0,41.0,51.0,61.0,29.0,14.0,35.0,15.0,13.0,64.0,3.0,1.0,,True
파스쿠찌 강서NC백화점점,파스쿠찌 강서NC백화점점,등촌동,서울 강서구 강서로56길 17 NC백화점 강서점 8층,5발산역,180m,65,32.0,10.0,18.0,7.0,8.0,9.0,2.0,2.0,7.0,3.0,3.0,6.0,4.0,5.0,2.0,True
놀숲이수역점 이수역점,놀숲 이수역점,사당동,서울 동작구 동작대로27길 5 지안플라자 지하1층,47이수역,106m,20,,5.0,,,4.0,,,,,,,3.0,,,,False
카페395,밀레니엄 힐튼 서울 카페395,남대문로5가,서울 중구 소월로 50 메인로비 1층,4회현역,387m,978,,6.0,,,1.0,,,0.0,,58.0,7.0,7.0,3.0,9.0,,False
쥬씨서일대점 서일대점,쥬씨 서일대점,면목동,,,,117,,26.0,85.0,9.0,6.0,9.0,3.0,1.0,,2.0,3.0,27.0,,,1.0,False
고디바삼청점 삼청점,고디바 삼청점,삼청동,,,,100,26.0,22.0,42.0,35.0,10.0,9.0,,10.0,,3.0,22.0,,7.0,1.0,3.0,False
쥬씨창동점 창동점,쥬씨 창동점,창동,서울 도봉구 노해로63다길 6,14창동역,29m,265,,47.0,5.0,12.0,25.0,5.0,6.0,4.0,6.0,1.0,10.0,81.0,1.0,2.0,4.0,False
미스터투고,미스터투고커피앤디저트,대치동,서울 강남구 선릉로82길 43,2수인분당선릉역,478m,37,24.0,6.0,11.0,8.0,3.0,5.0,5.0,6.0,3.0,1.0,4.0,4.0,,,1.0,False
이디야커피 신당점,이디야커피 신당점,신당동,서울 중구 다산로35길 11 이디야커피,26신당역,246m,310,3.0,77.0,51.0,27.0,30.0,26.0,8.0,9.0,19.0,4.0,5.0,33.0,2.0,3.0,5.0,True
커피베이온수역점 온수역점,커피베이 온수역점,온수동,서울 구로구 부일로 855,17온수역,15m,79,51.0,22.0,17.0,8.0,8.0,12.0,2.0,9.0,5.0,4.0,4.0,9.0,,1.0,,False
투썸플레이스동서울터미널 동서울터미널,투썸플레이스 동서울터미널점,구의동,서울 광진구 강변역로 50 동서울터미널빌딩 3층,2강변역,56m,221,7.0,35.0,55.0,56.0,11.0,23.0,6.0,8.0,21.0,1.0,7.0,4.0,10.0,,,False
